,text,label,pred_label
323,"Says pension contributions under Gov. Chris Christie would represent 75 percent of the total contribution made between the years 1995 and 2010. Thats right, in 15 years, total state contribution was only $2.1 billion.",0, fake
324,The payday loan industry does not exist in a state like Minnesota.,0, fake.
325,"Were the seventh highest taxed state in America. And thats not just state, its local as well.",0, fake.
326,Phoenix is the kidnapping capital of the Western Hemisphere.,0, fake.
327,"Last year, American oil production reached its highest level since 2003.",1, real.
328,"Today, we have two Vietnams, side by side, North and South, exchanging and working.",0, fake
329,"When Josh Mandel claims to have accepted three debates with Sen. Sherrod Brown, he is lying. He has accepted ZERO proposed debates.",0, fake
330,Says Delaware County has more waterfront property than any other county in the state of Ohio,1, fake
331,"Says President Barack Obama said that if he doesnt turn the economy around after three years in office, hell be a one-term president.",1, fake
332,Austin mayoral candidate Mike Martinez takes corporate money.,0, fake.
333,Half of all CEOs say that the shutdown and the threat of shutdown set back their plans to hire over the next six months.,1, fake
334,"Barack Obama ""passed laws moving people from welfare to work.""",1, fake.
335,"Says Marcy Kaptur has attacked his military service and training in the Air Force, showing disrespect for veterans.",0, fake.
336,"Every month since 9/11, there have been as many suicide attacks against the United States and its allies as there were in all the years leading up to 9/11.",1, fake
337,"(Flint, Mich., is) paying three times more for poison water than I am paying in Burlington, Vt., for clean water.",1, fake
338,Cell phone numbers go public this month.,0, fake.
339,"When he took office in 2009, President Barack Obama had the biggest Democratic majorities in Congress since Lyndon Johnson.",0, real
340,"Fireworks have never been safer, and their use continues to increase each year.",1, fake
341,"While introducing Donald Trump, former New York City Mayor Rudy Giuliani omitted the September 11, 2001, strikes as a successful terrorist attack during the eight years before President Obamas 2008 election.",1, fake
342,Gov. Bob McDonnellsbudget plantakesmoney out of our classrooms to pave roads.,1, fake
343,Says David Dewhurst accused Cruz of being a Red Chinese Communist.,1, fake.
344,"Just in the past 10 years, college tuition has increased 28 percent.",1, fake.
345,Says Jeff Wentworth was the only Republican to vote against the Texas measure requiring women to have a sonogram before receiving an abortion.,1, fake.
346,The United States is 50th in life expectancy in the world.,1, fake.
347,Says the Tennessee Wildlife Resources Agency brought coyotes into the state to try to keep the deer population down.,0, fake.
348,"The WIC program is an incredibly cost effective program, serving nearly 10 million Americans each year and costing less than $100 per person. In my district, more than 18 percent of residents suffer from food insecurity and depend on WIC to make ends meet.",0, real
349,Georgias illegal immigration crackdown laws should be called the Brown Codes because of their similarity to the Black Codes governing blacks after the Civil War.,0, fake.
350,Says President Obama was proposing pinprick strikes for military intervention in Syria.,0, fake.
351,"I wanted to keep it private, because I dont think its anybodys business if I want to send money to the vets.",0, fake
352,The NRA supported background checks...,1, fake
353,U.S. debt is now equal to 100 percent of the GDP.,1, fake.
354,"Has created 60,000 net new jobs since taking office.",1, fake
355,"The typical Wisconsin worker makes $5,000 less each year than our neighbors in Minnesota under Gov. Scott Walkers policies.",1, fake.
356,TheU.S. economyis three times asbig as Chinas.,1, fake.
357,"Since parole abolition, Virginias crime rate has fallen to third lowest in the country, our recidivism rate is down 20 percent and thats the second lowest in the country.",1, real
358,Says Mitt Romney called the Arizona law a model for the nation.,0, fake.
359,Says he led the effort to build a new (University of Wisconsin-Milwaukee) engineering campus in Wauwatosa.,0, real
360,Iraq is costing each household about $100 a month.,1, fake.
361,"Since I took office, Wisconsin ranks 11th in the nation in total business establishment growth compared to 47th in the years Mary Burke was Commerce secretary.",1, real
362,Theres nothing in the voting instructions that weve been getting in the last several elections that lets you know about the limitations of the master lever.,0, fake
363,"Legally, it doesnt make any difference which state district you live in when running for Congress.",1, fake.
364,"In Florida, when Jeb Bush was governor, state authorities conducted a deeply flawed purge of voters before the presidential election in 2000 and in2004 a plan to purge even more voters was headed off.",1, fake
365,Could I just point out that ... I seem to get the first question all the time?,1, fake
366,Only nine coalition nations with the U.S. are truly actively involved in fighting the Islamic State.,1, fake.
367,Twenty-four percent of doctors in Virginia currently dont accept new Medicaid patients because the reimbursement rates are so low.,1, fake.
368,"Most federal employees do not have collective bargaining for benefits, nor for pay.",1, fake.
369,"The average student loan debt in Texas is over $22,000...the cost of an average size pickup truck. But unlike car owners, students are not allowed to refinance their loans at lower rates.",1, fake
370,Superdelegates have never been a determining factor in who our nominee is since theyve been in place since 1984.,1, fake.
371,"Ten times, no Republican candidate for president had enough delegates to claim the nomination before the partys convention, and seven of those times somebody who was not the leader of delegates was selected as the nominee of the party.",1, fake.
372,"John McCain ""is proposing tax cuts that would give the average Fortune 500 CEO an additional $700,000 in tax cuts.""",1, fake
373,"If you want to see the jobs that Ive saved and created in this storm he helped create, go anywhere in Ohio.",1, fake.
374,"The Koch brothers are the richest people in the world. Individually, theyre only fifth. Put them together theyre the richest in the world.",1, fake.
375,Libya supplies the oil for China. We get no oil from Libya.,0, fake.
376,"Sarah Palin ""has had 12 years of elected office experience.""",1, real
